PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,Thompson; C; Fernandez de la Cruz; L; Mataix-Cols; D; Onwumere; J,,,,Thompson; Claire; Fernandez de la Cruz; Lorena; Mataix-Cols; David; Onwumere; Juliana,,,A systematic review and quality assessment of psychological; pharmacological; and family-based interventions for hoarding disorder,ASIAN JOURNAL OF PSYCHIATRY,,,English,Review,,,,,,Hoarding disorder; Obsessive-compulsive disorder; Treatment; Cognitive-behavior therapy; Clinical trials; Randomized controlled trial,COGNITIVE-BEHAVIORAL THERAPY; SUPPORT GROUP; OPEN TRIAL; OF-LIFE; BURDEN; SCALE; SCHIZOPHRENIA; IMPAIRMENT; RELATIVES; MEMBERS,Introduction: Hoarding disorder (HD) affects at least 1.5% of the population and is considered to be hard to treat. The current study aimed to systematically review the treatments designed to improve HD symptoms and family impact. Method: Searches of PsycINFO; MEDLINE; EMBASE; and Web of Science were undertaken. Studies were included if: (i) the study evaluated an intervention for hoarding problems; (ii) outcome measures were reported; and (iii) study results were published in an indexed journal or were a published abstract from a professional/research conference. The quality of the studies was assessed using the Clinical Trials Assessment Measure (CTAM). Results: Twenty studies; comprising 492 participants with clinically significant hoarding symptoms or HD and 21 relatives of individuals with HD; met inclusion criteria. Treatments reviewed included cognitive-behavior therapy; medication; cognitive remediation; and multi-component interventions for relatives. Most studies yielded statistically significant improvements in hoarding symptoms; although reductions were generally modest and many participants remained in the clinical range after treatment. According to the CTAM; most studies were judged to be of low methodological quality. Conclusions: HD is a chronic and highly burdensome condition for which efficacious treatments are needed. The current evidence base is somewhat limited and of low quality. Further research is needed to improve treatments; identify mechanisms of change; and increase the availability of evidence-based interventions for this group. (C) 2017 Elsevier B.V. All rights reserved.,[Thompson; Claire; Onwumere; Juliana] Kings Coll London; Inst Psychiat Psychol & Neurosci; London; England; [Fernandez de la Cruz; Lorena; Mataix-Cols; David] Karolinska Inst; Dept Clin Neurosci; Ctr Psychiat Res & Educ; Stockholm; Sweden; [Mataix-Cols; David] Stockholm Cty Council; Stockholm Hlth Care Serv; Stockholm; Sweden,Thompson; C (corresponding author); STEP Team; 190 Kennington Lane; London SE11 5DL; England.,Claire.c.thompson@kcl.ac.uk,de la Cruz; Lorena Fernandez/M-9923-2019,de la Cruz; Lorena Fernandez/0000-0002-1571-5485; Onwumere; Juliana/0000-0001-7119-7451,,,,72,12,12,1,16,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,53,66,,10.1016/j.ajp.2017.02.020,,,14,Psychiatry,Psychiatry,FB3GS,WOS:000406031500010,28558897,,,,05/12/2020
J,Boothby; A; Shad; MU,,,,Boothby; Aaron; Shad; Mujeeb U.,,,Hyperprolactinemia with low dose of risperidone in a young female,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,,,[Boothby; Aaron; Shad; Mujeeb U.] Oregon Heath & Sci Univ; 3181 SW Sam Jackson Pk Rd; Portland; OR 97239 USA,Shad; MU (corresponding author); Oregon Heath & Sci Univ; 3181 SW Sam Jackson Pk Rd; Portland; OR 97239 USA.,boothby@ohsu.edu; shad@ohsu.edu,,,,,,4,2,2,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,69,70,,10.1016/j.ajp.2017.02.023,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500012,28558899,,,,05/12/2020
J,Jeenger; J; Sharma; M; Mathur; DM; Amandeep,,,,Jeenger; Jitendra; Sharma; Manu; Mathur; Devendra Mohan; Amandeep,,,Associations of number and severity of depressive episodes with C-reactive protein and Interleukin-6,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Depression; Recurrent depressive disorder; Inflammatory markers; C-reactive protein; Interleukin-6,PHASE PLASMA-PROTEINS; MAJOR DEPRESSION; INFLAMMATORY MARKERS; INTERFERON-ALPHA; TNF-ALPHA; METAANALYSIS; CYTOKINES; DISORDER; SYMPTOMS; IL-6,Background: Many researchers have found that the inflammatory process in the body and the brain may result in psychiatric disorders. Meta-analyses of cross-sectional studies have reported increase in inflammatory markers in depression. However; the direction of the association remains unclear. Aims: To compare the levels of C-reactive protein (CRP) and Interleukin-6 (IL-6) in depressed and healthy controls. To study the associations of these biomarkers with severity and number of depressive episodes. Methods: A total of 72 subjects with major depression and 60 healthy controls were studied. CRP and IL-6 were measured in all subjects. Results: No significant differences were noted between depressed patients and healthy controls with regard to CRP (p = 0.29) and IL-6 (p = 0.50). Those who were suffering from severe depression based on Beck's Depressive Inventory (BDI); were positively correlated with raised CRP (p = 0.011) in comparison to patients with mild to moderate depression. Single and recurrent depressive disorder (RDD) were not associated with significant rise in CRP (p = 0.866) and IL-6 (p = 0.531). Conclusions: Severity of depression is correlated with elevated CRP but not with IL-6. No association found between number of depressive episodes and levels of CRP and IL-6. It is possible that immune dysregulation is not generally present in depression; but might be restricted to particular subgroups of depressed patients. Several factors that could influence the depression and inflammation relationship need further investigation. (C) 2017 Elsevier B.V. All rights reserved.,[Jeenger; Jitendra; Sharma; Manu; Mathur; Devendra Mohan; Amandeep] Geetanjali Med Coll & Hosp; Dept Psychiat; Udaipur 313002; Rajasthan; India,Jeenger; J (corresponding author); Geetanjali Med Coll & Hosp; Dept Psychiat; Udaipur 313002; Rajasthan; India.,drjjeenger@gmail.com; drmanusharma5@gmail.com; dr.d.m.mathur@gmail.com; amandeeppanghal@gmail.com,Sharma; Manu/AAW-2075-2020,,,,,41,8,8,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,71,75,,10.1016/j.ajp.2017.02.016,,,5,Psychiatry,Psychiatry,FB3GS,WOS:000406031500013,28558901,,,,05/12/2020
J,Mohammadbeigi; A; Mohammadsalehi; N; Moshiri; E; Anbari; Z; Ahmadi; A; Ansari; H,,,,Mohammadbeigi; Abolfazl; Mohammadsalehi; Narges; Moshiri; Esmail; Anbari; Zohreh; Ahmadi; Ali; Ansari; Hossein,,,The prevalence of phantom vibration/ringing syndromes and their related factors in Iranian' students of medical sciences,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Phantom vibration; Syndrome; Phantom ringing; Mobile phone; Smartphone; Medical students; Iran,CELL-PHONE USE; PROBLEMATIC INTERNET; MOBILE PHONES; DEPRESSION,Background and aim: Mobile phone abuse can cause pathologic stress that may lead to addictive behavior such as Phantom Vibration Syndrome (PVS) and Phantom Ringing Syndrome (PRS). The current study aimed to determine the PVS and PRS due to mobile phone use in students of Qom University of medical Sciences in Iran. Design: Cross-sectional study. Participants: The participants were 380 students selected by proportional stratified random sampling method in each stratum. Measurements: Data were collected by a self-administered questionnaire and analyzed by descriptive and analytic statistical methods including t-test; chi square and analysis of variance. Findings: The prevalence of PVS and PRS due to mobile phones in students of medical sciences was estimated to be 54.3% and 49.3%; respectively. PVS was higher in female students than in males while the PRS was higher in male students. There was a significant relationship between PVS and using social networks such as Viber; WhatsApp; and Line. In addition; a significant association was observed between PVS and friend-finding; chatting and entertainment. Conclusion: Studies should be done in the future to assess the long-term complication of overusing mobile phones. In the current study; the prevalence of PVS and PRS in half of students is considerable. (C) 2017 Elsevier B.V. All rights reserved.,[Mohammadbeigi; Abolfazl] Qom Univ Med Sci; Neurol & Neurosci Res Ctr; Dept Epidemiol & Biostat; Qom; Iran; [Mohammadsalehi; Narges] Qom Univ Med Sci; Hlth Policy & Promot Res Ctr; Qom; Iran; [Moshiri; Esmail] Arak Univ Med Sci; Dept Anesthesiol; Arak; Iran; [Anbari; Zohreh] Arak Univ Med Sci; EDC; Arak; Iran; [Ahmadi; Ali] Shahrekord Univ Med Sci; Sch Publ Hlth; Dept Epidemiol & Biostat; Modeling Hlth Res Ctr; Shahrekord; Iran; [Ansari; Hossein] Zahedan Univ Med Sci; Dept Epidemiol & Biostat; Hlth Promot Res Ctr; Zahedan; Iran,Mohammadbeigi; A (corresponding author); Qom Univ Med Sci; Neurol & Neurosci Res Ctr; Dept Epidemiol & Biostat; Qom; Iran.,ansarih88@gmail.com,moshiri; esmail/W-4840-2017; MOHAMMADBEIGI; ABOLFAZL/A-7393-2011; anbari; zohreh/P-6394-2018; Ahmadi; Ali/O-6293-2015,moshiri; esmail/0000-0001-7920-1638; MOHAMMADBEIGI; ABOLFAZL/0000-0002-3142-6413; anbari; zohreh/0000-0002-9190-2055; Ahmadi; Ali/0000-0002-1588-2136,Qom University of Medical Sciences,Qom University of Medical Sciences.,,23,2,2,0,7,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,76,80,,10.1016/j.ajp.2017.02.012,,,5,Psychiatry,Psychiatry,FB3GS,WOS:000406031500014,28558902,,,,05/12/2020
J,Goluza; I; Borchard; J; Kiarie; E; Mullan; J; Pai; N,,,,Goluza; Ivana; Borchard; Jay; Kiarie; Esther; Mullan; Judy; Pai; Nagesh,,,Exploration of food addiction in people living with schizophrenia,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Food addiction; Co-morbidity; Substance abuse; Schizophrenia; Yale Food Addiction Scale,MOTIVATION; SCALE,"The term food addiction (FA) denotes a concept among researchers and lay consumers as a behavioural phenotype related to excessive food consumption. In this study we examined the prevalence of FA using the validated Yale Food Addiction Scale (YFAS) as well as the dimensional symptom count. In addition; we explored associations between participant characteristics and FA diagnosis. Outpatients attending a clozapine clinic and possessing a diagnosis of schizophrenia were invited to complete an anonymous survey using the YFAS. Ninety three surveys were used to calculate the diagnostic YFAS criteria for FA. The prevalence of FA found in this sample was 26.9%. Among individuals who did not meet ""diagnostic"" criteria FA; 77.4% endorsed 3 or more symptoms but did not report distress or impairment. The most common food addiction symptom was a persistent desire or repeated unsuccessful attempts to cut down consumption (97.9%). The significant finding in association between individual's characteristics and diagnosis of FA was employment. Several factors related to reported results are postulated and discussed. The current study has found the prevalence of FA amongst people living with schizophrenia to be higher than the general populations but not as high as populations with disordered eating. (C) 2017 Elsevier B.V. All rights reserved.",[Goluza; Ivana; Borchard; Jay; Pai; Nagesh] Wollongong Hosp; Res Directorate; Illawarra Shoalhaven Local Hlth Dist; Level 8;Block C;Crown St; Wollongong; NSW 2500; Australia; [Kiarie; Esther] Australian Catholic Univ; Sch Allied Hlth; Hlth Sci; 25A Barker Rd; Strathfield; NSW 2135; Australia; [Mullan; Judy; Pai; Nagesh] Univ Wollongong; Grad Sch Med; Grad Med Bldg 28;Northfields Ave; Wollongong; NSW 2522; Australia; [Mullan; Judy] Univ Wollongong; Australian Hlth Serv Res Inst; Bldg 234;IC Enterprise 1;Innovat Campus; Wollongong; NSW 2522; Australia,Goluza; I (corresponding author); Wollongong Hosp; Res Directorate; Illawarra Shoalhaven Local Hlth Dist; Level 8;Block C;Crown St; Wollongong; NSW 2500; Australia.,Ivana.goluza@health.nsw.gov.au,Mullan; Judy R/G-6642-2015,Mullan; Judy/0000-0003-3772-7986; borchard; jay/0000-0003-3651-898X,,,,17,6,6,0,0,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,81,84,,10.1016/j.ajp.2017.02.022,,,4,Psychiatry,Psychiatry,FB3GS,WOS:000406031500015,28558903,,,,05/12/2020
J,Chatterjee; SS; Ghosal; MK; Mitra; S,,,,Chatterjee; Seshadri Sekhar; Ghosal; Malay Kumar; Mitra; Sayantanava,,,Psychosis and catatonia as presenting features of anti-N-methyl-D-aspartate (anti-NMDA) receptor encephalitis,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,Anti-NMDA; Encephalitis; Catatonia; Psychosis,,,[Chatterjee; Seshadri Sekhar; Mitra; Sayantanava] Natl Inst Mental Hlth & Neurosci; Dept Psychiat; Bengaluru; India; [Ghosal; Malay Kumar] Med Coll; Dept Psychiat; Kolkata; India,Chatterjee; SS (corresponding author); Natl Inst Mental Hlth & Neurosci; Dept Psychiat; Bengaluru; India.,drsschatterjee@gmail.com,Mitra; Sayantanava/AAQ-8233-2020; Chatterjee; Seshadri Sekhar/AAI-9523-2020,Mitra; Sayantanava/0000-0001-7923-8887; Chatterjee; Seshadri Sekhar/0000-0002-5554-2216,,,,7,5,6,1,3,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,112,112,,10.1016/j.ajp.2017.02.017,,,1,Psychiatry,Psychiatry,FB3GS,WOS:000406031500018,28558879,,,,05/12/2020
J,Dhanasekaran; S; Loganathan; S; Dahale; A; Varghese; M,,,,Dhanasekaran; Saranya; Loganathan; Santosh; Dahale; Ajit; Varghese; Mathew,,,Cultural considerations in the diagnosis and treatment of schizophrenia: A case example from India,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,Cultural considerations; Schizophrenia; India,,Culture plays an important role in the presentation; help seeking; treatment and outcomes of psychiatric illnesses like schizophrenia. We report a case of paranoid schizophrenia in a 35-year-old lady; from South India; whose clinical presentation was influenced by various sociocultural factors. These cultural constructs were taken into consideration to formulate an acceptable and effective management plan. A detailed case description using a cultural formulation to highlight the etic and emic perspectives and challenges in treatment and management are discussed. (C) 2017 Elsevier B.V. All rights reserved.,[Dhanasekaran; Saranya; Loganathan; Santosh; Dahale; Ajit; Varghese; Mathew] Natl Inst Mental Hlth & Neurosci; Dept Psychiat; Bangalore 560029; Karnataka; India,Dhanasekaran; S (corresponding author); Natl Inst Mental Hlth & Neurosci; Dept Psychiat; Bangalore 560029; Karnataka; India.,saranya296@gmail.com,Varghese; Mathew/M-9900-2016,Varghese; Mathew/0000-0001-5670-5710,,,,4,0,0,0,3,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,113,114,,10.1016/j.ajp.2017.02.019,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500019,28558880,,,,05/12/2020
J,Tajan; N,,,,Tajan; Nicolas,,,Traumatic dimensions of hikikomori: A Foucauldian,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,,,[Tajan; Nicolas] Kyoto Univ; Inst Res Humanities; Sakyo Ku; Yoshidahon Machi; Kyoto 6068501; Japan,Tajan; N (corresponding author); Kyoto Univ; Inst Res Humanities; Sakyo Ku; Yoshidahon Machi; Kyoto 6068501; Japan.,n.tajan2@gmail.com,,Tajan; Nicolas/0000-0003-1258-136X,Grants-in-Aid for Scientific ResearchMinistry of Education; Culture; Sports; Science and Technology; Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI) [15F15003] Funding Source: KAKEN,,,8,4,5,0,10,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,121,122,,10.1016/j.ajp.2017.02.027,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500021,28558883,,,,05/12/2020
J,Kodaka; M; Matsumoto; T; Takai; M; Yamauchi; T; Kawamoto; S; Kikuchi; M; Tachimori; H; Katsumata; Y; Shirakawa; N; Takeshima; T,,,,Kodaka; Manami; Matsumoto; Toshihiko; Takai; Michiko; Yamauchi; Takashi; Kawamoto; Shizuka; Kikuchi; Minako; Tachimori; Hisateru; Katsumata; Yotaro; Shirakawa; Norihito; Takeshima; Tadashi,,,Exploring suicide risk factors among Japanese individuals: The largest case-control psychological autopsy study in Japan,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Suicide; Risk factors; Psychological autopsy; Case-control,COMPLETED SUICIDE; COMMUNICATION; METAANALYSIS; DISORDERS; INTENT; DEATH,This case-control psychological autopsy study explored suicide risk factors among Japanese individuals. We targeted 102 suicide completers over 20 years of age and 334 living controls matched to suicide cases by gender; age; and residential municipality in Japan. After controlling for other factors; we found significant associations between suicide and mental disorders; sleeping problems; and verbal communication of one's own death. We discuss the importance of sensitive responses to verbal expressions of suicidal ideation. (C) 2017 Elsevier B.V. All rights reserved.,[Kodaka; Manami; Matsumoto; Toshihiko; Takai; Michiko; Kikuchi; Minako; Tachimori; Hisateru; Takeshima; Tadashi] Natl Ctr Neurol & Psychiat; Natl Inst Mental Hlth; 4-1-1 Ogawahigashi Machi; Kodaira; Tokyo 1878553; Japan; [Yamauchi; Takashi] Natl Inst Occupat Safety & Hlth; Tama Ku; 6-21-1 Nagao; Kawasaki; Kanagawa 2148585; Japan; [Kawamoto; Shizuka] Ritsumeikan Global Innovat Res Org; Kita Ku; 56-1 Toji In Kitamachi; Kyoto; Kyoto 6038577; Japan; [Katsumata; Yotaro] Univ Niigata Prefecture; Higashi Ku; 471 Ebigase; Niigata; Niigata 9508680; Japan; [Shirakawa; Norihito] Mental Hlth & Welf Ctr; Naka Ku; 6F;18 Nihonodori; Yokohama; Kanagawa 2310021; Japan; [Takeshima; Tadashi] Mental Hlth & Welf Ctr; Kawasaki Ku; 2-32 Miyamoto Cho; Kawasaki; Kanagawa 2100004; Japan,Kodaka; M (corresponding author); Natl Ctr Neurol & Psychiat; Natl Inst Mental Hlth; 4-1-1 Ogawahigashi Machi; Kodaira; Tokyo 1878553; Japan.,mana2kodakahashi@gmail.com; tmatsu@ncnp.go.jp; michiko.k.takai@gmail.com; yamat.fw@gmail.com; shizushizu21@gmail.com; minako_kikuchi@hotmail.com; tachi@ncnp.go.jp; yotaro-k@unii.ac.jp; no00-sirakawa@city.yokohama.jp; takeshima.tadashi@gmail.com,Yamauchi; Takashi/AAS-1575-2020,Yamauchi; Takashi/0000-0001-5295-4082,Health and Labor Sciences Research Grants; Comprehensive Research on Disability Health and Welfare in FY [H25-Seishin-Ippan-001]; Grants-in-Aid for Scientific ResearchMinistry of Education; Culture; Sports; Science and Technology; Japan (MEXT)Japan Society for the Promotion of ScienceGrants-in-Aid for Scientific Research (KAKENHI) [16K16673] Funding Source: KAKEN,This study was financially supported by the Health and Labor Sciences Research Grants; Comprehensive Research on Disability Health and Welfare in FY 2015 (H25-Seishin-Ippan-001).,,20,3,3,0,5,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,123,126,,10.1016/j.ajp.2017.02.029,,,4,Psychiatry,Psychiatry,FB3GS,WOS:000406031500022,28558884,,,,05/12/2020
J,Patra; S,,,,Patra; Suravi,,,Cortical surface area hyperexpansion in infants: A promising biomarker for autism spectrum disorder,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,LIFE,,[Patra; Suravi] AIIMS; Dept Psychiat; Bhubaneswar 751019; Odisha; India,Patra; S (corresponding author); AIIMS; Dept Psychiat; Bhubaneswar 751019; Odisha; India.,patrasuravi@gmail.com,,patra; suravi/0000-0001-6017-5222,,,,8,0,0,0,0,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,127,128,,10.1016/j.ajp.2017.02.025,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500023,28558885,,,,05/12/2020
J,Suzuki; H; Hibino; H; Inoue; Y; Takaya; A,,,,Suzuki; Hidenobu; Hibino; Hiroyuki; Inoue; Yuichi; Takaya; Atsuhiko,,,Treatment retention of risperidone long-acting injection in patients with early-onset schizophrenia in Japan,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,ANTIPSYCHOTIC-DRUGS,,[Suzuki; Hidenobu] Suzuki Clin; Dept Psychiat; 3-34-16 Hamadayama; Tokyo 1680065; Japan; [Hibino; Hiroyuki; Takaya; Atsuhiko] Fukui Kinen Hosp; Dept Psychiat; Miura; Kanagawa 2380115; Japan; [Inoue; Yuichi] Shakomae Kokorono Clin; Dept Psychiat; Tokyo 1160011; Japan,Suzuki; H (corresponding author); Suzuki Clin; Dept Psychiat; 3-34-16 Hamadayama; Tokyo 1680065; Japan.,suzuhiromarket@yahoo.co.jp,,,,,,4,2,2,1,2,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,137,138,,10.1016/j.ajp.2017.02.024,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500025,28558887,,,,05/12/2020
J,Grover; S; Nebhinani; N; Chakrabarti; S; Avasthi; A,,,,Grover; Sandeep; Nebhinani; Naresh; Chakrabarti; Subho; Avasthi; Ajit,,,Prevalence of metabolic syndrome among patients with depressive disorder admitted to a psychiatric inpatient unit: A comparison with healthy controls,ASIAN JOURNAL OF PSYCHIATRY,,,English,Article,,,,,,Metabolic syndrome; Metabolic abnormalities; Depression; Healthy controls; India,MAJOR DEPRESSION; MENTAL-ILLNESS; YOUNG-ADULTS; SYMPTOMS; ANXIETY; OBESITY; RISK; ASSOCIATION; MORTALITY; CARE,Objective: This study aimed to compare the prevalence of metabolic syndrome (MS) among inpatients with depressive disorders and matched healthy controls. Method: One hundred fifty eight patients with depressive disorders and 52 age and gender matched healthy controls were assessed for the prevalence of MS using Common Criteria for MS. Results: Prevalence of Metabolic syndrome among inpatients with depressive disorders was 44.3%; which was significantly higher than the healthy control group (17.3%). Increased waist circumference was the most common abnormality in both the groups. Prevalence of MS among patients with recurrent depression disorder (60.3%) was almost double that seen among those with first episode depression (32.6%). Compared to healthy controls; significantly greater proportion of patients with depressive disorders had increased blood pressure; abnormal fasting blood sugar; and HDL levels. Besides the prevalence of MS in 44.3% of patients with depressive disorders; another 46% of patients fulfilled one or two criteria of MS. Significant predictors of MS were being married; obese; greater age; higher weight; higher body mass index; and multiple episodes of depression. Conclusions: Nearly two-fifth of depressed patients have MS and another two-fifth of patients had one or two abnormalities in the MS criteria. The prevalence of MS among patients with depressive disorders is significantly higher than the healthy controls. Hence; patients with depressive disorders should be regularly evaluated for the presence of MS and other cardiovascular risk factors and appropriate management strategies must be instituted at the earliest. (C) 2017 Elsevier B.V. All rights reserved.,[Grover; Sandeep; Chakrabarti; Subho; Avasthi; Ajit] Post Grad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India; [Nebhinani; Naresh] AIIMS; Dept Psychiat; Jodhpur; Rajasthan; India,Grover; S (corresponding author); Post Grad Inst Med Educ & Res; Dept Psychiat; Chandigarh 160012; India.,drsandeepg2002@yahoo.com,,,,,,47,4,4,0,1,ELSEVIER,AMSTERDAM,RADARWEG 29; 1043 NX AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,139,144,,10.1016/j.ajp.2017.02.030,,,6,Psychiatry,Psychiatry,FB3GS,WOS:000406031500026,28558888,,,,05/12/2020
J,Subramanian; K; Manohar; H; Menon; V,,,,Subramanian; Karthick; Manohar; Harshini; Menon; Vikas,,,Family accommodation in somatoform disorders-its effects on diagnosis and management: A case report,ASIAN JOURNAL OF PSYCHIATRY,,,English,Letter,,,,,,,SOMATIZATION; BURDEN,,[Subramanian; Karthick; Manohar; Harshini; Menon; Vikas] Jawaharlal Inst Post Grad Med Educ & Res JIPMER; Dept Psychiat; Dhanvanthri Nagar; Puducherry; India,Subramanian; K (corresponding author); Jawaharlal Inst Post Grad Med Educ & Res JIPMER; Dept Psychiat; Dhanvanthri Nagar; Puducherry; India.,karthick.jipmer@gmail.com; harshinimanohar1990@gmail.com; drvmenon@gmail.com,Subramanian; Karthick/AAV-4876-2020; Menon; Vikas/F-3100-2012,Subramanian; Karthick/0000-0001-7452-5713; ,,,,11,1,1,0,2,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,147,148,,10.1016/j.ajp.2017.03.001,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500028,28558890,,,,05/12/2020
J,Mohan; T; Dolan; S; Mohan; R; Dawson; J,,,,Mohan; Titus; Dolan; Sarah; Mohan; Riche; Dawson; Jessica,,,Aripiprazole and impulse-control disorders in high-risk patients,ASIAN JOURNAL OF PSYCHIATRY,,,English,Editorial Material,,,,,,Aripiprazole; Impulse-control,,A case study demonstrating the association between aripiprazole and impulse-control disorders and a call for caution when prescribing aripiprazole to high-risk patients. Crown Copyright (C) 2017 Published by Elsevier B.V. All rights reserved.,[Mohan; Titus; Dawson; Jessica] Flinders Med Ctr; Bedford Pk; SA 5042; Australia; [Dolan; Sarah; Mohan; Riche] Flinders Univ S Australia; Bedford Pk; SA 5042; Australia,Mohan; T (corresponding author); Flinders Med Ctr; Bedford Pk; SA 5042; Australia.,titus.mohan@sa.gov.au; dola0034@flinders.edu.au; moha0302@flinders.edu.au; jessica.dawson@sa.gov.au,,,,,,6,5,6,0,1,ELSEVIER SCIENCE BV,AMSTERDAM,PO BOX 211; 1000 AE AMSTERDAM; NETHERLANDS,1876-2018,1876-2026,,ASIAN J PSYCHIATR,Asian J. Psychiatr.,JUN,2017,27,,,,,,67,68,,10.1016/j.ajp.2017.02.015,,,2,Psychiatry,Psychiatry,FB3GS,WOS:000406031500011,28558898,,,,05/12/2020
